instant,dteday,season,year,month,hour,is_holiday,weekday,is_workingday,weather_cond,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,time_of_day,temp_category,weather_daily
16623,2012-11-30,Winter,2012,November,9,0,5,1,Clear/Partly Cloudy,0.24,0.2576,0.75,0.0896,17,313,330,Morning,Cold,Clear/Partly Cloudy
16624,2012-11-30,Winter,2012,November,10,0,5,1,Misty/Cloudy,0.3,0.3333,0.65,0.0,10,159,169,Morning,Cold,Clear/Partly Cloudy
16625,2012-11-30,Winter,2012,November,11,0,5,1,Misty/Cloudy,0.34,0.3485,0.53,0.0896,31,170,201,Morning,Cold,Clear/Partly Cloudy
16626,2012-11-30,Winter,2012,November,12,0,5,1,Misty/Cloudy,0.38,0.3939,0.46,0.0,25,243,268,Afternoon,Cold,Clear/Partly Cloudy
16627,2012-11-30,Winter,2012,November,13,0,5,1,Misty/Cloudy,0.4,0.4091,0.4,0.1642,21,241,262,Afternoon,Cold,Clear/Partly Cloudy
16628,2012-11-30,Winter,2012,November,14,0,5,1,Misty/Cloudy,0.4,0.4091,0.4,0.1045,26,225,251,Afternoon,Cold,Clear/Partly Cloudy
16629,2012-11-30,Winter,2012,November,15,0,5,1,Misty/Cloudy,0.42,0.4242,0.38,0.1045,34,262,296,Afternoon,Cold,Clear/Partly Cloudy
16630,2012-11-30,Winter,2012,November,16,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.1343,37,368,405,Afternoon,Cold,Clear/Partly Cloudy
16631,2012-11-30,Winter,2012,November,17,0,5,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.194,31,551,582,Evening,Cold,Clear/Partly Cloudy
16632,2012-11-30,Winter,2012,November,18,0,5,1,Misty/Cloudy,0.34,0.3636,0.61,0.0,20,489,509,Evening,Cold,Clear/Partly Cloudy
16633,2012-11-30,Winter,2012,November,19,0,5,1,Clear/Partly Cloudy,0.32,0.3485,0.66,0.0,18,359,377,Evening,Cold,Clear/Partly Cloudy
16634,2012-11-30,Winter,2012,November,20,0,5,1,Clear/Partly Cloudy,0.32,0.3485,0.66,0.0,12,233,245,Evening,Cold,Clear/Partly Cloudy
16635,2012-11-30,Winter,2012,November,21,0,5,1,Clear/Partly Cloudy,0.3,0.3182,0.75,0.0896,14,169,183,Evening,Cold,Clear/Partly Cloudy
16636,2012-11-30,Winter,2012,November,22,0,5,1,Clear/Partly Cloudy,0.3,0.3333,0.75,0.0,18,145,163,Evening,Cold,Clear/Partly Cloudy
16637,2012-11-30,Winter,2012,November,23,0,5,1,Misty/Cloudy,0.3,0.3182,0.75,0.0896,11,99,110,Evening,Cold,Clear/Partly Cloudy
16638,2012-12-01,Winter,2012,December,0,0,6,0,Clear/Partly Cloudy,0.26,0.303,0.81,0.0,9,99,108,Morning,Cold,Misty/Cloudy
16639,2012-12-01,Winter,2012,December,1,0,6,0,Clear/Partly Cloudy,0.26,0.303,0.81,0.0,5,64,69,Morning,Cold,Misty/Cloudy
16640,2012-12-01,Winter,2012,December,2,0,6,0,Misty/Cloudy,0.26,0.303,0.81,0.0,3,47,50,Morning,Cold,Misty/Cloudy
16641,2012-12-01,Winter,2012,December,3,0,6,0,Misty/Cloudy,0.26,0.2727,0.81,0.1343,1,14,15,Morning,Cold,Misty/Cloudy
16642,2012-12-01,Winter,2012,December,4,0,6,0,Clear/Partly Cloudy,0.26,0.2879,0.81,0.0896,0,5,5,Morning,Cold,Misty/Cloudy
16643,2012-12-01,Winter,2012,December,5,0,6,0,Clear/Partly Cloudy,0.24,0.2576,0.87,0.0896,1,12,13,Morning,Cold,Misty/Cloudy
16644,2012-12-01,Winter,2012,December,6,0,6,0,Clear/Partly Cloudy,0.24,0.2424,0.87,0.1343,7,20,27,Morning,Cold,Misty/Cloudy
16645,2012-12-01,Winter,2012,December,7,0,6,0,Misty/Cloudy,0.24,0.2424,0.87,0.1343,7,56,63,Morning,Cold,Misty/Cloudy
16646,2012-12-01,Winter,2012,December,8,0,6,0,Misty/Cloudy,0.24,0.2424,0.87,0.1343,11,133,144,Morning,Cold,Misty/Cloudy
16647,2012-12-01,Winter,2012,December,9,0,6,0,Misty/Cloudy,0.26,0.2424,0.93,0.2537,34,159,193,Morning,Cold,Misty/Cloudy
16648,2012-12-01,Winter,2012,December,10,0,6,0,Misty/Cloudy,0.28,0.2727,0.89,0.1642,45,211,256,Morning,Cold,Misty/Cloudy
16649,2012-12-01,Winter,2012,December,11,0,6,0,Misty/Cloudy,0.32,0.3333,0.76,0.1045,74,318,392,Morning,Cold,Misty/Cloudy
16650,2012-12-01,Winter,2012,December,12,0,6,0,Misty/Cloudy,0.32,0.3333,0.81,0.0896,119,327,446,Afternoon,Cold,Misty/Cloudy
16651,2012-12-01,Winter,2012,December,13,0,6,0,Misty/Cloudy,0.34,0.3636,0.76,0.0,123,386,509,Afternoon,Cold,Misty/Cloudy
16652,2012-12-01,Winter,2012,December,14,0,6,0,Misty/Cloudy,0.36,0.3788,0.71,0.0,110,369,479,Afternoon,Cold,Misty/Cloudy
16653,2012-12-01,Winter,2012,December,15,0,6,0,Misty/Cloudy,0.4,0.4091,0.62,0.0,113,371,484,Afternoon,Cold,Misty/Cloudy
16654,2012-12-01,Winter,2012,December,16,0,6,0,Misty/Cloudy,0.38,0.3939,0.66,0.0,89,354,443,Afternoon,Cold,Misty/Cloudy
16655,2012-12-01,Winter,2012,December,17,0,6,0,Misty/Cloudy,0.34,0.3485,0.76,0.1045,50,270,320,Evening,Cold,Misty/Cloudy
16656,2012-12-01,Winter,2012,December,18,0,6,0,Misty/Cloudy,0.34,0.3636,0.76,0.0,42,255,297,Evening,Cold,Misty/Cloudy
16657,2012-12-01,Winter,2012,December,19,0,6,0,Misty/Cloudy,0.32,0.3485,0.81,0.0,30,219,249,Evening,Cold,Misty/Cloudy
16658,2012-12-01,Winter,2012,December,20,0,6,0,Clear/Partly Cloudy,0.32,0.3485,0.81,0.0,28,170,198,Evening,Cold,Misty/Cloudy
16659,2012-12-01,Winter,2012,December,21,0,6,0,Misty/Cloudy,0.3,0.3333,0.87,0.0,23,135,158,Evening,Cold,Misty/Cloudy
16660,2012-12-01,Winter,2012,December,22,0,6,0,Misty/Cloudy,0.3,0.3333,0.87,0.0,17,130,147,Evening,Cold,Misty/Cloudy
16661,2012-12-01,Winter,2012,December,23,0,6,0,Misty/Cloudy,0.32,0.3485,0.81,0.0,10,116,126,Evening,Cold,Misty/Cloudy
16662,2012-12-02,Winter,2012,December,0,0,0,0,Misty/Cloudy,0.3,0.3182,0.87,0.0896,9,108,117,Morning,Mild,Misty/Cloudy
16663,2012-12-02,Winter,2012,December,1,0,0,0,Misty/Cloudy,0.3,0.3182,0.87,0.0896,10,84,94,Morning,Mild,Misty/Cloudy
16664,2012-12-02,Winter,2012,December,2,0,0,0,Misty/Cloudy,0.3,0.3333,0.87,0.0,2,72,74,Morning,Mild,Misty/Cloudy
16665,2012-12-02,Winter,2012,December,3,0,0,0,Misty/Cloudy,0.26,0.303,0.93,0.0,4,21,25,Morning,Mild,Misty/Cloudy
16666,2012-12-02,Winter,2012,December,4,0,0,0,Misty/Cloudy,0.26,0.303,0.93,0.0,1,6,7,Morning,Mild,Misty/Cloudy
16667,2012-12-02,Winter,2012,December,5,0,0,0,Misty/Cloudy,0.26,0.303,0.93,0.0,1,7,8,Morning,Mild,Misty/Cloudy
16668,2012-12-02,Winter,2012,December,6,0,0,0,Misty/Cloudy,0.24,0.2424,0.93,0.1343,1,15,16,Morning,Mild,Misty/Cloudy
16669,2012-12-02,Winter,2012,December,7,0,0,0,Misty/Cloudy,0.24,0.2424,0.93,0.1343,5,26,31,Morning,Mild,Misty/Cloudy
16670,2012-12-02,Winter,2012,December,8,0,0,0,Misty/Cloudy,0.26,0.2879,0.93,0.0896,12,81,93,Morning,Mild,Misty/Cloudy
16671,2012-12-02,Winter,2012,December,9,0,0,0,Misty/Cloudy,0.28,0.2727,0.93,0.1642,37,135,172,Morning,Mild,Misty/Cloudy
16672,2012-12-02,Winter,2012,December,10,0,0,0,Misty/Cloudy,0.3,0.3333,0.87,0.0,63,230,293,Morning,Mild,Misty/Cloudy
16673,2012-12-02,Winter,2012,December,11,0,0,0,Misty/Cloudy,0.32,0.3182,0.81,0.1642,81,274,355,Morning,Mild,Misty/Cloudy
16674,2012-12-02,Winter,2012,December,12,0,0,0,Misty/Cloudy,0.34,0.3333,0.81,0.1642,111,409,520,Afternoon,Mild,Misty/Cloudy
16675,2012-12-02,Winter,2012,December,13,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.71,0.2239,84,347,431,Afternoon,Mild,Misty/Cloudy
16676,2012-12-02,Winter,2012,December,14,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2537,142,331,473,Afternoon,Mild,Misty/Cloudy
16677,2012-12-02,Winter,2012,December,15,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.67,0.1343,106,311,417,Afternoon,Mild,Misty/Cloudy
16678,2012-12-02,Winter,2012,December,16,0,0,0,Misty/Cloudy,0.44,0.4394,0.67,0.1045,85,358,443,Afternoon,Mild,Misty/Cloudy
16679,2012-12-02,Winter,2012,December,17,0,0,0,Light Snow/Rain,0.4,0.4091,0.76,0.194,59,244,303,Evening,Mild,Misty/Cloudy
16680,2012-12-02,Winter,2012,December,18,0,0,0,Misty/Cloudy,0.44,0.4394,0.72,0.1045,25,178,203,Evening,Mild,Misty/Cloudy
16681,2012-12-02,Winter,2012,December,19,0,0,0,Misty/Cloudy,0.4,0.4091,0.82,0.194,16,158,174,Evening,Mild,Misty/Cloudy
16682,2012-12-02,Winter,2012,December,20,0,0,0,Misty/Cloudy,0.42,0.4242,0.82,0.194,12,142,154,Evening,Mild,Misty/Cloudy
16683,2012-12-02,Winter,2012,December,21,0,0,0,Misty/Cloudy,0.44,0.4394,0.77,0.2239,8,91,99,Evening,Mild,Misty/Cloudy
16684,2012-12-02,Winter,2012,December,22,0,0,0,Misty/Cloudy,0.44,0.4394,0.77,0.194,11,85,96,Evening,Mild,Misty/Cloudy
16685,2012-12-02,Winter,2012,December,23,0,0,0,Misty/Cloudy,0.42,0.4242,0.82,0.1343,7,44,51,Evening,Mild,Misty/Cloudy
16686,2012-12-03,Winter,2012,December,0,0,1,1,Misty/Cloudy,0.42,0.4242,0.82,0.1642,3,18,21,Morning,Mild,Clear/Partly Cloudy
16687,2012-12-03,Winter,2012,December,1,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.82,0.1343,2,11,13,Morning,Mild,Clear/Partly Cloudy
16688,2012-12-03,Winter,2012,December,2,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.77,0.1642,1,9,10,Morning,Mild,Clear/Partly Cloudy
16689,2012-12-03,Winter,2012,December,3,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.87,0.0,2,6,8,Morning,Mild,Clear/Partly Cloudy
16690,2012-12-03,Winter,2012,December,4,0,1,1,Clear/Partly Cloudy,0.36,0.3788,0.93,0.0,1,4,5,Morning,Mild,Clear/Partly Cloudy
16691,2012-12-03,Winter,2012,December,5,0,1,1,Clear/Partly Cloudy,0.34,0.3485,0.93,0.0896,0,38,38,Morning,Mild,Clear/Partly Cloudy
16692,2012-12-03,Winter,2012,December,6,0,1,1,Clear/Partly Cloudy,0.36,0.3788,0.93,0.0,2,136,138,Morning,Mild,Clear/Partly Cloudy
16693,2012-12-03,Winter,2012,December,7,0,1,1,Misty/Cloudy,0.34,0.3636,0.93,0.0,9,387,396,Morning,Mild,Clear/Partly Cloudy
16694,2012-12-03,Winter,2012,December,8,0,1,1,Clear/Partly Cloudy,0.36,0.3788,0.93,0.0,19,712,731,Morning,Mild,Clear/Partly Cloudy
16695,2012-12-03,Winter,2012,December,9,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.87,0.0896,19,289,308,Morning,Mild,Clear/Partly Cloudy
16696,2012-12-03,Winter,2012,December,10,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.1343,31,105,136,Morning,Mild,Clear/Partly Cloudy
16697,2012-12-03,Winter,2012,December,11,0,1,1,Clear/Partly Cloudy,0.48,0.4697,0.77,0.1343,51,182,233,Morning,Mild,Clear/Partly Cloudy
16698,2012-12-03,Winter,2012,December,12,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.68,0.1642,40,228,268,Afternoon,Mild,Clear/Partly Cloudy
16699,2012-12-03,Winter,2012,December,13,0,1,1,Clear/Partly Cloudy,0.58,0.5455,0.56,0.0896,81,240,321,Afternoon,Mild,Clear/Partly Cloudy
16700,2012-12-03,Winter,2012,December,14,0,1,1,Clear/Partly Cloudy,0.6,0.6212,0.53,0.0,51,209,260,Afternoon,Mild,Clear/Partly Cloudy
16701,2012-12-03,Winter,2012,December,15,0,1,1,Clear/Partly Cloudy,0.6,0.6212,0.56,0.0,58,210,268,Afternoon,Mild,Clear/Partly Cloudy
16702,2012-12-03,Winter,2012,December,16,0,1,1,Clear/Partly Cloudy,0.6,0.6212,0.53,0.1343,45,397,442,Afternoon,Mild,Clear/Partly Cloudy
16703,2012-12-03,Winter,2012,December,17,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.63,0.1045,43,665,708,Evening,Mild,Clear/Partly Cloudy
16704,2012-12-03,Winter,2012,December,18,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.68,0.0896,26,666,692,Evening,Mild,Clear/Partly Cloudy
16705,2012-12-03,Winter,2012,December,19,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.68,0.0896,27,444,471,Evening,Mild,Clear/Partly Cloudy
16706,2012-12-03,Winter,2012,December,20,0,1,1,Misty/Cloudy,0.46,0.4545,0.77,0.0,16,284,300,Evening,Mild,Clear/Partly Cloudy
16707,2012-12-03,Winter,2012,December,21,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.82,0.194,14,207,221,Evening,Mild,Clear/Partly Cloudy
16708,2012-12-03,Winter,2012,December,22,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.82,0.1045,5,139,144,Evening,Mild,Clear/Partly Cloudy
16709,2012-12-03,Winter,2012,December,23,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.82,0.1045,9,93,102,Evening,Mild,Clear/Partly Cloudy
16710,2012-12-04,Winter,2012,December,0,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.88,0.1045,6,49,55,Morning,Mild,Clear/Partly Cloudy
16711,2012-12-04,Winter,2012,December,1,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.82,0.1045,3,22,25,Morning,Mild,Clear/Partly Cloudy
16712,2012-12-04,Winter,2012,December,2,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.88,0.0896,3,5,8,Morning,Mild,Clear/Partly Cloudy
16713,2012-12-04,Winter,2012,December,3,0,2,1,Misty/Cloudy,0.4,0.4091,0.87,0.1343,1,3,4,Morning,Mild,Clear/Partly Cloudy
16714,2012-12-04,Winter,2012,December,4,0,2,1,Misty/Cloudy,0.4,0.4091,0.87,0.1343,0,7,7,Morning,Mild,Clear/Partly Cloudy
16715,2012-12-04,Winter,2012,December,5,0,2,1,Misty/Cloudy,0.44,0.4394,0.88,0.0,1,45,46,Morning,Mild,Clear/Partly Cloudy
16716,2012-12-04,Winter,2012,December,6,0,2,1,Misty/Cloudy,0.36,0.3788,0.93,0.0,3,150,153,Morning,Mild,Clear/Partly Cloudy
16717,2012-12-04,Winter,2012,December,7,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.88,0.1343,7,495,502,Morning,Mild,Clear/Partly Cloudy
16718,2012-12-04,Winter,2012,December,8,0,2,1,Misty/Cloudy,0.44,0.4394,0.88,0.1642,21,700,721,Morning,Mild,Clear/Partly Cloudy
16719,2012-12-04,Winter,2012,December,9,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1045,19,317,336,Morning,Mild,Clear/Partly Cloudy
16720,2012-12-04,Winter,2012,December,10,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.194,26,130,156,Morning,Mild,Clear/Partly Cloudy
16721,2012-12-04,Winter,2012,December,11,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.77,0.194,24,183,207,Morning,Mild,Clear/Partly Cloudy
16722,2012-12-04,Winter,2012,December,12,0,2,1,Clear/Partly Cloudy,0.52,0.5,0.68,0.194,39,273,312,Afternoon,Mild,Clear/Partly Cloudy
16723,2012-12-04,Winter,2012,December,13,0,2,1,Misty/Cloudy,0.54,0.5152,0.64,0.1642,39,233,272,Afternoon,Mild,Clear/Partly Cloudy
16724,2012-12-04,Winter,2012,December,14,0,2,1,Misty/Cloudy,0.58,0.5455,0.56,0.2239,39,231,270,Afternoon,Mild,Clear/Partly Cloudy
16725,2012-12-04,Winter,2012,December,15,0,2,1,Misty/Cloudy,0.6,0.6212,0.49,0.2537,56,244,300,Afternoon,Mild,Clear/Partly Cloudy
16726,2012-12-04,Winter,2012,December,16,0,2,1,Clear/Partly Cloudy,0.58,0.5455,0.49,0.2836,44,391,435,Afternoon,Mild,Clear/Partly Cloudy
16727,2012-12-04,Winter,2012,December,17,0,2,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.2239,43,700,743,Evening,Mild,Clear/Partly Cloudy
16728,2012-12-04,Winter,2012,December,18,0,2,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.2239,38,693,731,Evening,Mild,Clear/Partly Cloudy
16729,2012-12-04,Winter,2012,December,19,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.67,0.2239,46,414,460,Evening,Mild,Clear/Partly Cloudy
16730,2012-12-04,Winter,2012,December,20,0,2,1,Misty/Cloudy,0.5,0.4848,0.63,0.2239,34,272,306,Evening,Mild,Clear/Partly Cloudy
16731,2012-12-04,Winter,2012,December,21,0,2,1,Misty/Cloudy,0.5,0.4848,0.63,0.2537,28,252,280,Evening,Mild,Clear/Partly Cloudy
16732,2012-12-04,Winter,2012,December,22,0,2,1,Misty/Cloudy,0.5,0.4848,0.63,0.2985,26,155,181,Evening,Mild,Clear/Partly Cloudy
16733,2012-12-04,Winter,2012,December,23,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.67,0.2537,5,91,96,Evening,Mild,Clear/Partly Cloudy
16734,2012-12-05,Winter,2012,December,0,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.59,0.2836,6,31,37,Morning,Mild,Clear/Partly Cloudy
16735,2012-12-05,Winter,2012,December,1,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.55,0.3284,0,11,11,Morning,Mild,Clear/Partly Cloudy
16736,2012-12-05,Winter,2012,December,2,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1642,2,7,9,Morning,Mild,Clear/Partly Cloudy
16737,2012-12-05,Winter,2012,December,3,0,3,1,Clear/Partly Cloudy,0.48,0.4697,0.67,0.1343,0,7,7,Morning,Mild,Clear/Partly Cloudy
16738,2012-12-05,Winter,2012,December,4,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.4478,1,9,10,Morning,Mild,Clear/Partly Cloudy
16739,2012-12-05,Winter,2012,December,5,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.59,0.2836,1,48,49,Morning,Mild,Clear/Partly Cloudy
16740,2012-12-05,Winter,2012,December,6,0,3,1,Light Snow/Rain,0.48,0.4697,0.55,0.3881,5,119,124,Morning,Mild,Clear/Partly Cloudy
16741,2012-12-05,Winter,2012,December,7,0,3,1,Light Snow/Rain,0.46,0.4545,0.59,0.2985,9,389,398,Morning,Mild,Clear/Partly Cloudy
16742,2012-12-05,Winter,2012,December,8,0,3,1,Misty/Cloudy,0.44,0.4394,0.58,0.2836,22,737,759,Morning,Mild,Clear/Partly Cloudy
16743,2012-12-05,Winter,2012,December,9,0,3,1,Misty/Cloudy,0.44,0.4394,0.51,0.2239,26,362,388,Morning,Mild,Clear/Partly Cloudy
16744,2012-12-05,Winter,2012,December,10,0,3,1,Misty/Cloudy,0.44,0.4394,0.47,0.3582,14,127,141,Morning,Mild,Clear/Partly Cloudy
16745,2012-12-05,Winter,2012,December,11,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.44,0.2836,11,161,172,Morning,Mild,Clear/Partly Cloudy
16746,2012-12-05,Winter,2012,December,12,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.41,0.2836,24,208,232,Afternoon,Mild,Clear/Partly Cloudy
16747,2012-12-05,Winter,2012,December,13,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.2836,14,200,214,Afternoon,Mild,Clear/Partly Cloudy
16748,2012-12-05,Winter,2012,December,14,0,3,1,Clear/Partly Cloudy,0.48,0.4697,0.33,0.4925,39,179,218,Afternoon,Mild,Clear/Partly Cloudy
16749,2012-12-05,Winter,2012,December,15,0,3,1,Clear/Partly Cloudy,0.48,0.4697,0.33,0.2836,20,265,285,Afternoon,Mild,Clear/Partly Cloudy
16750,2012-12-05,Winter,2012,December,16,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.33,0.2836,23,354,377,Afternoon,Mild,Clear/Partly Cloudy
16751,2012-12-05,Winter,2012,December,17,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.35,0.2836,29,576,605,Evening,Mild,Clear/Partly Cloudy
16752,2012-12-05,Winter,2012,December,18,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.4478,29,580,609,Evening,Mild,Clear/Partly Cloudy
16753,2012-12-05,Winter,2012,December,19,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.43,0.3582,14,400,414,Evening,Mild,Clear/Partly Cloudy
16754,2012-12-05,Winter,2012,December,20,0,3,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.3881,19,274,293,Evening,Mild,Clear/Partly Cloudy
16755,2012-12-05,Winter,2012,December,21,0,3,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.4179,14,184,198,Evening,Mild,Clear/Partly Cloudy
16756,2012-12-05,Winter,2012,December,22,0,3,1,Clear/Partly Cloudy,0.32,0.2879,0.45,0.3881,4,101,105,Evening,Mild,Clear/Partly Cloudy
16757,2012-12-05,Winter,2012,December,23,0,3,1,Clear/Partly Cloudy,0.3,0.2727,0.49,0.3881,5,69,74,Evening,Mild,Clear/Partly Cloudy
16758,2012-12-06,Winter,2012,December,0,0,4,1,Clear/Partly Cloudy,0.26,0.2424,0.48,0.2836,1,43,44,Morning,Cold,Clear/Partly Cloudy
16759,2012-12-06,Winter,2012,December,1,0,4,1,Clear/Partly Cloudy,0.26,0.2424,0.48,0.2836,0,16,16,Morning,Cold,Clear/Partly Cloudy
16760,2012-12-06,Winter,2012,December,2,0,4,1,Clear/Partly Cloudy,0.24,0.2121,0.52,0.2836,0,9,9,Morning,Cold,Clear/Partly Cloudy
16761,2012-12-06,Winter,2012,December,3,0,4,1,Clear/Partly Cloudy,0.22,0.2273,0.55,0.194,0,2,2,Morning,Cold,Clear/Partly Cloudy
16762,2012-12-06,Winter,2012,December,4,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2985,1,8,9,Morning,Cold,Clear/Partly Cloudy
16763,2012-12-06,Winter,2012,December,5,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2836,0,32,32,Morning,Cold,Clear/Partly Cloudy
16764,2012-12-06,Winter,2012,December,6,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2985,2,122,124,Morning,Cold,Clear/Partly Cloudy
16765,2012-12-06,Winter,2012,December,7,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2985,8,381,389,Morning,Cold,Clear/Partly Cloudy
16766,2012-12-06,Winter,2012,December,8,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2985,13,646,659,Morning,Cold,Clear/Partly Cloudy
16767,2012-12-06,Winter,2012,December,9,0,4,1,Clear/Partly Cloudy,0.24,0.2273,0.48,0.194,19,257,276,Morning,Cold,Clear/Partly Cloudy
16768,2012-12-06,Winter,2012,December,10,0,4,1,Clear/Partly Cloudy,0.24,0.2273,0.52,0.194,23,122,145,Morning,Cold,Clear/Partly Cloudy
16769,2012-12-06,Winter,2012,December,11,0,4,1,Clear/Partly Cloudy,0.26,0.2576,0.48,0.1642,16,162,178,Morning,Cold,Clear/Partly Cloudy
16770,2012-12-06,Winter,2012,December,12,0,4,1,Clear/Partly Cloudy,0.28,0.3182,0.41,0.0,29,206,235,Afternoon,Cold,Clear/Partly Cloudy
16771,2012-12-06,Winter,2012,December,13,0,4,1,Clear/Partly Cloudy,0.3,0.3333,0.39,0.0,33,212,245,Afternoon,Cold,Clear/Partly Cloudy
16772,2012-12-06,Winter,2012,December,14,0,4,1,Clear/Partly Cloudy,0.3,0.3182,0.42,0.0896,37,175,212,Afternoon,Cold,Clear/Partly Cloudy
16773,2012-12-06,Winter,2012,December,15,0,4,1,Clear/Partly Cloudy,0.32,0.3485,0.39,0.0,38,232,270,Afternoon,Cold,Clear/Partly Cloudy
16774,2012-12-06,Winter,2012,December,16,0,4,1,Clear/Partly Cloudy,0.32,0.3485,0.42,0.0,39,292,331,Afternoon,Cold,Clear/Partly Cloudy
16775,2012-12-06,Winter,2012,December,17,0,4,1,Clear/Partly Cloudy,0.3,0.3182,0.45,0.1045,31,586,617,Evening,Cold,Clear/Partly Cloudy
16776,2012-12-06,Winter,2012,December,18,0,4,1,Clear/Partly Cloudy,0.28,0.2727,0.45,0.1642,23,542,565,Evening,Cold,Clear/Partly Cloudy
16777,2012-12-06,Winter,2012,December,19,0,4,1,Clear/Partly Cloudy,0.26,0.2576,0.6,0.194,13,360,373,Evening,Cold,Clear/Partly Cloudy
16778,2012-12-06,Winter,2012,December,20,0,4,1,Misty/Cloudy,0.24,0.2576,0.6,0.1045,5,222,227,Evening,Cold,Clear/Partly Cloudy
16779,2012-12-06,Winter,2012,December,21,0,4,1,Misty/Cloudy,0.24,0.2424,0.6,0.1343,7,184,191,Evening,Cold,Clear/Partly Cloudy
16780,2012-12-06,Winter,2012,December,22,0,4,1,Clear/Partly Cloudy,0.24,0.2424,0.65,0.1642,2,131,133,Evening,Cold,Clear/Partly Cloudy
16781,2012-12-06,Winter,2012,December,23,0,4,1,Clear/Partly Cloudy,0.24,0.2424,0.65,0.1642,0,93,93,Evening,Cold,Clear/Partly Cloudy
16782,2012-12-07,Winter,2012,December,0,0,5,1,Clear/Partly Cloudy,0.24,0.2576,0.7,0.1045,3,45,48,Morning,Mild,Misty/Cloudy
16783,2012-12-07,Winter,2012,December,1,0,5,1,Misty/Cloudy,0.24,0.2273,0.7,0.194,2,26,28,Morning,Mild,Misty/Cloudy
16784,2012-12-07,Winter,2012,December,2,0,5,1,Misty/Cloudy,0.26,0.2727,0.7,0.1343,0,11,11,Morning,Mild,Misty/Cloudy
16785,2012-12-07,Winter,2012,December,3,0,5,1,Misty/Cloudy,0.26,0.2576,0.81,0.194,0,5,5,Morning,Mild,Misty/Cloudy
16786,2012-12-07,Winter,2012,December,4,0,5,1,Clear/Partly Cloudy,0.26,0.2727,0.75,0.1045,0,10,10,Morning,Mild,Misty/Cloudy
16787,2012-12-07,Winter,2012,December,5,0,5,1,Misty/Cloudy,0.26,0.2727,0.81,0.1045,1,25,26,Morning,Mild,Misty/Cloudy
16788,2012-12-07,Winter,2012,December,6,0,5,1,Misty/Cloudy,0.28,0.2727,0.75,0.1642,0,84,84,Morning,Mild,Misty/Cloudy
16789,2012-12-07,Winter,2012,December,7,0,5,1,Light Snow/Rain,0.28,0.2727,0.81,0.1642,3,212,215,Morning,Mild,Misty/Cloudy
16790,2012-12-07,Winter,2012,December,8,0,5,1,Misty/Cloudy,0.3,0.2879,0.75,0.194,11,430,441,Morning,Mild,Misty/Cloudy
